武将姓,武将名,統率,武勇,知略,内政,外政,戦闘,政治,合計,父親,姓読み,名読み,誕生年,登場年,没年,寿命,義理親,志,戦法,補佐,作戦,気質,野心,母親
菅谷,勝貞,71,65,75,53,64,136,117,328,-,すげのや,かつさだ,1497年,1512年,1558年,62,-,所領拡大,用心,斥候,神出鬼没,家名,3,-
菅谷,政貞,63,60,68,48,58,123,106,297,菅谷勝貞,すげのや,まささだ,1528年,1543年,1588年,61,-,領地保全,足止め,回避,神出鬼没,家名,3,-
足利,晴氏,31,41,41,63,51,72,114,227,足利高基,あしかが,はるうじ,1508年,1523年,1560年,53,-,領地保全,臨戦,万全,囮挑発,勲功,9,-
足利,義氏,47,37,35,44,36,84,80,199,足利晴氏,あしかが,よしうじ,1541年,1556年,1582年,42,-,家名存続,臨戦,万全,囮挑発,家名,8,-
簗田,晴助,59,56,72,71,72,115,143,330,簗田高助,やなだ,はるすけ,1524年,1539年,1594年,71,-,所領拡大,足止め,回避,神出鬼没,才覚,7,-
結城,政勝,68,58,71,87,76,126,163,360,結城政朝,ゆうき,まさかつ,1503年,1518年,1559年,57,-,天下統一,急襲,復帰,囮挑発,家名,8,-
結城,晴朝,63,51,76,78,82,114,160,350,小山高朝,ゆうき,はるとも,1534年,1548年,1614年,81,結城政勝,領地保全,逆撫で,地利,囮挑発,勲功,10,-
宇都宮,朝勝,51,48,66,50,58,99,108,273,宇都宮広綱,うつのみや,ともかつ,1569年,1584年,1628年,60,-,家名存続,足止め,回避,神出鬼没,家名,8,-
松平,秀康,75,82,41,53,44,157,97,295,松平元康,まつだいら,ひでやす,1574年,1589年,1607年,34,-,家名存続,急襲,猛攻,全軍突撃,勲功,7,-
松平,忠直,71,72,36,36,31,143,67,246,松平秀康,まつだいら,ただなお,1595年,1610年,1650年,56,-,家督継承,突撃,速攻,全軍突撃,勲功,9,-
小山,高朝,49,57,45,49,44,106,93,244,結城政朝,おやま,たかとも,1508年,1523年,1574年,67,-,領地保全,突撃,速攻,全軍突撃,勲功,8,-
小山,秀綱,36,50,52,46,46,86,92,230,小山高朝,おやま,ひでつな,1529年,1544年,1603年,75,-,家名存続,臨戦,万全,囮挑発,実利,7,-
岩上,朝堅,39,40,58,73,67,79,140,277,-,いわかみ,ともかた,1554年,1569年,1592年,39,-,所領拡大,気勢崩し,堅固,囮挑発,才覚,4,-
多賀谷,重経,53,53,61,44,51,106,95,262,-,たがや,しげつね,1558年,1573年,1618年,61,-,領地保全,足止め,回避,神出鬼没,実利,12,-
多賀谷,政広,35,37,66,69,69,72,138,276,-,たがや,まさひろ,1537年,1552年,1595年,59,-,領地保全,気勢崩し,堅固,囮挑発,実利,6,-
水谷,正村,73,78,80,39,47,151,86,317,-,みずのや,まさむら,1521年,1536年,1596年,76,-,家名存続,突撃,速攻,全軍突撃,家名,10,-
千葉,胤富,62,53,55,62,58,115,120,290,千葉昌胤,ちば,たねとみ,1527年,1542年,1579年,53,-,所領拡大,用心,斥候,神出鬼没,才覚,9,-
千葉,邦胤,50,50,44,40,38,100,78,222,千葉胤富,ちば,くにたね,1557年,1572年,1585年,29,-,領地保全,臨戦,万全,囮挑発,家名,8,-
千葉,重胤,39,38,49,54,49,77,103,229,千葉邦胤,ちば,しげたね,1576年,1591年,1633年,58,-,領地保全,臨戦,万全,囮挑発,家名,8,-
原,胤貞,62,57,58,66,63,119,129,306,原胤清,はら,たねさだ,1512年,1527年,1571年,60,-,家名存続,気勢崩し,堅固,囮挑発,家名,6,-
原,胤栄,57,53,55,56,55,110,111,276,原胤貞,はら,たねひで,1537年,1552年,1590年,54,-,所領拡大,用心,斥候,神出鬼没,才覚,8,-
高城,胤吉,69,61,51,62,56,130,118,299,-,たかぎ,たねよし,1484年,1499年,1565年,82,-,所領拡大,用心,斥候,神出鬼没,実利,6,-
高城,胤辰,62,57,56,51,53,119,104,279,高城胤吉,たかぎ,たねとき,1542年,1557年,1586年,45,-,領地保全,用心,斥候,神出鬼没,実利,6,-
高城,胤則,43,46,46,47,43,89,90,225,高城胤辰,たかぎ,たねのり,1572年,1586年,1604年,33,-,家名存続,気勢崩し,堅固,囮挑発,実利,7,-
里見,義堯,84,70,87,63,72,154,135,376,-,さとみ,よしたか,1512年,1527年,1574年,63,-,堯舜の治,挟撃巧者,疾走,神出鬼没,実利,10,-
里見,義弘,71,66,57,56,56,137,112,306,里見義堯,さとみ,よしひろ,1530年,1545年,1578年,49,-,天下統一,用心,斥候,神出鬼没,実利,9,-
正木,時茂,76,85,53,33,39,161,72,286,正木通綱,まさき,ときしげ,1514年,1529年,1576年,63,-,天下統一,突撃,速攻,全軍突撃,実利,7,-
正木,憲時,65,68,47,33,35,133,68,248,-,まさき,のりとき,1555年,1570年,1581年,27,正木時茂,領地保全,突撃,速攻,全軍突撃,勲功,3,-
正木,時忠,65,66,61,50,54,131,104,296,正木通綱,まさき,ときただ,1518年,1533年,1576年,59,-,家名存続,最大戦速,水戦,川舟移動,勲功,10,-
正木,頼忠,46,56,56,56,56,102,112,270,正木時忠,まさき,よりただ,1551年,1566年,1622年,72,-,所領拡大,気勢崩し,堅固,囮挑発,家名,9,-
正木,為春,36,42,52,68,61,78,129,259,正木頼忠,まさき,ためはる,1573年,1588年,1652年,80,-,天下統一,気勢崩し,堅固,囮挑発,家名,6,-
土岐,為頼,72,68,76,55,67,140,122,338,-,とき,ためより,1494年,1509年,1583年,90,-,領地保全,叱咤,伏兵,神出鬼没,芸道,9,-
酒井,敏房,65,69,74,58,67,134,125,333,-,さかい,としふさ,1511年,1526年,1577年,67,-,家名存続,用心,斥候,神出鬼没,実利,8,-
酒井,政辰,44,60,59,42,48,104,90,253,酒井敏房,さかい,まさとき,1544年,1559年,1603年,60,-,所領拡大,突撃,速攻,全軍突撃,実利,7,-
御子神,典膳,33,72,28,24,22,105,46,179,-,みこがみ,てんぜん,1565年,1580年,1628年,64,-,天下統一,奥義一閃,野襲,全軍突撃,芸道,11,-
宇都宮,広綱,65,54,47,64,55,119,119,285,宇都宮尚綱,うつのみや,ひろつな,1543年,1555年,1580年,38,-,領地保全,用心,斥候,神出鬼没,家名,8,-
宇都宮,国綱,55,62,59,63,62,117,125,301,宇都宮広綱,うつのみや,くにつな,1568年,1580年,1607年,40,-,家名存続,気勢崩し,堅固,囮挑発,家名,8,-
壬生,綱房,48,43,82,75,78,91,153,326,-,みぶ,つなふさ,1479年,1494年,1555年,77,-,所領拡大,策士,強撃,神出鬼没,実利,14,-
壬生,綱雄,43,52,51,42,44,95,86,232,壬生綱房,みぶ,つなたけ,1515年,1530年,1576年,62,-,所領拡大,臨戦,万全,囮挑発,実利,10,-
壬生,義雄,55,59,57,47,50,114,97,268,壬生綱雄,みぶ,よしたけ,1552年,1567年,1590年,39,-,領地保全,突撃,速攻,全軍突撃,実利,10,-
芳賀,高継,47,44,60,70,66,91,136,287,芳賀高経,はが,たかつぐ,1526年,1541年,1592年,67,芳賀高定,家名存続,気勢崩し,堅固,囮挑発,家名,7,-
芳賀,高定,61,54,81,76,78,115,154,350,益子勝宗,はが,たかさだ,1529年,1544年,1588年,60,-,所領拡大,足止め,回避,神出鬼没,家名,5,-
芳賀,高武,59,49,54,68,62,108,130,292,宇都宮広綱,はが,たかたけ,1572年,1587年,1612年,41,芳賀高継,領地保全,気勢崩し,堅固,囮挑発,勲功,7,-
今泉,高光,42,43,58,62,61,85,123,266,-,いまいずみ,たかみつ,1568年,1583年,1597年,30,-,領地保全,気勢崩し,堅固,囮挑発,家名,8,-
皆川,広照,39,51,61,63,63,90,126,277,-,みながわ,ひろてる,1548年,1563年,1627年,80,-,家名存続,気勢崩し,堅固,囮挑発,才覚,9,-
那須,資胤,53,51,51,35,39,104,74,229,那須政資,なす,すけたね,1527年,1542年,1583年,57,-,領地保全,臨戦,万全,囮挑発,勲功,11,-
那須,資晴,64,67,41,41,38,131,79,251,那須資胤,なす,すけはる,1557年,1572年,1610年,54,-,領地保全,突撃,速攻,全軍突撃,勲功,9,-
那須,資景,62,60,50,44,44,122,88,260,那須資晴,なす,すけかげ,1586年,1601年,1656年,71,-,領地保全,用心,斥候,神出鬼没,勲功,6,-
大田原,資清,61,41,79,76,78,102,154,335,-,おおたわら,すけきよ,1486年,1501年,1560年,75,-,家名存続,叱咤,伏兵,神出鬼没,家名,11,-
大関,高増,64,52,81,76,77,116,153,350,大田原資清,おおぜき,たかます,1527年,1542年,1598年,72,大関宗増,所領拡大,足止め,回避,神出鬼没,実利,11,-
福原,資孝,43,50,66,52,59,93,111,270,大田原資清,ふくはら,すけたか,1535年,1550年,1614年,80,-,領地保全,足止め,回避,神出鬼没,実利,9,-
福原,資保,44,47,58,51,53,91,104,253,福原資孝,ふくはら,すけやす,1571年,1586年,1633年,63,-,領地保全,足止め,回避,神出鬼没,勲功,7,-
大田原,綱清,45,54,71,54,62,99,116,286,大田原資清,おおたわら,つなきよ,1540年,1555年,1589年,50,-,家名存続,足止め,回避,神出鬼没,家名,5,-
大田原,晴清,49,66,49,63,55,115,118,282,大田原綱清,おおたわら,はるきよ,1567年,1582年,1631年,65,-,所領拡大,死兵,斥候,全軍突撃,実利,5,-
佐野,宗綱,57,68,40,56,45,125,101,266,佐野昌綱,さの,むねつな,1556年,1574年,1586年,31,-,領地保全,急襲,猛攻,全軍突撃,才覚,8,-
佐野,房綱,53,72,56,63,60,125,123,304,佐野豊綱,さの,ふさつな,1558年,1573年,1601年,44,-,領地保全,奮闘,猛攻,全軍突撃,芸道,6,-
山上,道及,71,79,65,32,37,150,69,284,-,やまがみ,どうきゅう,1535年,1551年,1605年,71,-,家名存続,奥義一閃,野襲,全軍突撃,家名,2,-
上杉,憲政,34,35,35,37,30,69,67,171,-,うえすぎ,のりまさ,1523年,1531年,1579年,57,-,所領拡大,臨戦,万全,囮挑発,家名,12,-
長野,業正,90,80,90,60,74,170,134,394,-,ながの,なりまさ,1499年,1514年,1561年,63,-,上州の黄斑,老虎咆哮,速攻,全軍突撃,家名,1,-
長野,業盛,68,72,58,40,46,140,86,284,長野業正,ながの,なりもり,1548年,1561年,1566年,19,-,領地保全,突撃,速攻,全軍突撃,勲功,3,-
上泉,信綱,65,96,76,26,30,161,56,293,-,かみいずみ,のぶつな,1508年,1523年,1577年,70,-,家名存続,奥義一閃,野襲,全軍突撃,芸道,1,-
小幡,憲重,71,62,73,33,50,133,83,289,-,おばた,のりしげ,1522年,1537年,1575年,54,-,所領拡大,用心,斥候,神出鬼没,家名,5,-
小幡,信貞,71,74,48,40,40,145,80,273,小幡憲重,おばた,のぶさだ,1541年,1556年,1592年,52,-,所領拡大,早駆け,疾走,本陣斬込,実利,7,-
長尾,憲景,42,48,58,61,61,90,122,270,-,ながお,のりかげ,1511年,1526年,1583年,73,-,領地保全,気勢崩し,堅固,囮挑発,家名,7,-
長尾,当長,44,39,55,66,61,83,127,265,長尾憲長,ながお,まさなが,1527年,1542年,1569年,43,-,家名存続,気勢崩し,堅固,囮挑発,家名,7,-
沼田,顕泰,45,46,52,58,55,91,113,256,沼田泰輝,ぬまた,あきやす,1510年,1525年,1574年,65,-,所領拡大,気勢崩し,堅固,囮挑発,実利,12,-
沼田,景義,60,59,58,27,36,119,63,240,沼田顕泰,ぬまた,かげよし,1552年,1567年,1581年,30,-,家名存続,用心,斥候,神出鬼没,実利,11,-
鈴木,重則,61,67,38,31,29,128,60,226,-,すずき,しげのり,1547年,1562年,1589年,43,-,領地保全,突撃,速攻,全軍突撃,勲功,2,-
横瀬,成繁,57,57,70,64,68,114,132,316,横瀬泰繁,よこぜ,なりしげ,1506年,1521年,1578年,73,-,家名存続,叱咤,伏兵,神出鬼没,家名,9,-
上田,朝直,41,48,57,66,63,89,129,275,上田政広,うえだ,ともなお,1494年,1509年,1582年,89,-,所領拡大,気勢崩し,堅固,囮挑発,家名,9,-
上田,憲定,36,39,42,64,52,75,116,233,上田朝直,うえだ,のりさだ,1536年,1551年,1595年,60,-,家名存続,気勢崩し,堅固,囮挑発,家名,7,-
藤田,信吉,58,58,64,51,57,116,108,288,藤田康邦,ふじた,のぶよし,1559年,1574年,1616年,58,-,領地保全,臨戦,万全,囮挑発,家名,11,-
太田,康資,64,72,42,37,36,136,73,251,太田資高,おおた,やすすけ,1531年,1546年,1581年,51,-,家名存続,突撃,速攻,全軍突撃,実利,8,-
太田,重正,41,45,49,49,46,86,95,230,太田康資,おおた,しげまさ,1561年,1576年,1610年,50,-,所領拡大,臨戦,万全,囮挑発,実利,4,-
太田,資正,83,77,84,52,68,160,120,364,太田資頼,おおた,すけまさ,1522年,1537年,1591年,70,-,領地保全,挟撃巧者,斥候,神出鬼没,家名,8,-
太田,氏資,57,61,56,51,53,118,104,278,太田資正,おおた,うじすけ,1542年,1557年,1567年,26,-,領地保全,突撃,速攻,全軍突撃,才覚,7,-
北条,氏房,33,42,41,53,45,75,98,214,北条氏政,ほうじょう,うじふさ,1565年,1580年,1592年,28,-,家名存続,臨戦,万全,囮挑発,家名,5,-
太田,政景,71,63,74,64,71,134,135,343,太田資正,おおた,まさかげ,1548年,1563年,1623年,76,-,所領拡大,用心,斥候,神出鬼没,実利,9,-
宮城,政業,39,44,53,56,54,83,110,246,-,みやぎ,まさなり,1495年,1510年,1589年,95,-,家名存続,気勢崩し,堅固,囮挑発,実利,10,-
成田,長泰,52,53,60,53,56,105,109,274,成田親泰,なりた,ながやす,1508年,1523年,1586年,79,-,領地保全,臨戦,万全,囮挑発,勲功,12,-
成田,氏長,64,60,65,62,65,124,127,316,成田長泰,なりた,うじなが,1542年,1557年,1595年,54,-,家名存続,用心,斥候,神出鬼没,家名,5,-
成田,長忠,45,54,46,56,49,99,105,250,成田長泰,なりた,おさただ,1547年,1562年,1616年,70,-,所領拡大,気勢崩し,堅固,囮挑発,才覚,7,-
成田,泰季,32,39,47,52,48,71,100,218,成田親泰,なりた,やすすえ,1516年,1531年,1590年,75,-,家名存続,臨戦,万全,囮挑発,勲功,5,-
北条,氏康,96,88,85,99,79,184,178,447,北条氏綱,ほうじょう,うじやす,1515年,1530年,1571年,57,-,禄寿応穏,関東王,名将,五色備え,家名,8,瑞渓院
北条,氏政,79,61,79,80,84,140,164,383,北条氏康,ほうじょう,うじまさ,1538年,1553年,1590年,53,-,禄寿応穏,采配,合流,囮挑発,家名,11,-
北条,氏直,53,50,65,54,46,103,100,268,北条氏政,ほうじょう,うじなお,1562年,1577年,1591年,30,-,禄寿応穏,気勢崩し,堅固,囮挑発,勲功,5,-
北条,氏照,87,81,83,61,68,168,129,380,北条氏康,ほうじょう,うじてる,1540年,1555年,1590年,51,-,所領拡大,急襲,復帰,囮挑発,勲功,6,-
北条,氏邦,80,87,80,59,62,167,121,368,北条氏康,ほうじょう,うじくに,1541年,1556年,1597年,57,-,所領拡大,奮闘,強撃,神出鬼没,勲功,9,-
北条,氏規,60,58,72,68,71,118,139,329,北条氏康,ほうじょう,うじのり,1545年,1560年,1600年,56,-,所領拡大,叱咤,伏兵,神出鬼没,家名,7,-
北条,幻庵,32,34,77,83,82,66,165,308,北条早雲,ほうじょう,げんあん,1493年,1508年,1589年,97,-,所領拡大,激励,参謀,囮挑発,家名,4,-
北条,綱成,92,95,83,60,71,187,131,401,福島正成,ほうじょう,つなしげ,1515年,1530年,1587年,73,北条為昌,天下統一,勝鬨の声,名将,五色備え,家名,5,-
北条,氏繁,69,73,66,50,57,142,107,315,北条綱成,ほうじょう,うじしげ,1536年,1551年,1578年,43,-,領地保全,突撃,速攻,全軍突撃,勲功,5,-
北条,氏勝,62,57,39,40,36,119,76,234,北条氏繁,ほうじょう,うじかつ,1559年,1574年,1611年,53,-,家名存続,用心,斥候,神出鬼没,家名,8,-
松田,憲秀,31,31,73,81,82,62,163,298,-,まつだ,のりひで,1540年,1555年,1590年,51,-,所領拡大,叱咤,伏兵,神出鬼没,実利,13,-
大道寺,盛昌,39,41,50,74,63,80,137,267,-,だいどうじ,もりまさ,1472年,1487年,1555年,84,-,家名存続,気勢崩し,堅固,囮挑発,家名,5,-
大道寺,政繁,76,76,69,83,76,152,159,380,大道寺盛昌,だいどうじ,まさしげ,1533年,1546年,1590年,58,-,領地保全,逆撫で,地利,囮挑発,勲功,9,-
遠山,綱景,60,62,56,58,57,122,115,293,-,とおやま,つなかげ,1494年,1509年,1564年,71,-,家名存続,用心,斥候,神出鬼没,才覚,8,-
垪和,康忠,35,41,63,69,68,76,137,276,垪和氏堯,はが,やすただ,1542年,1557年,1595年,54,-,所領拡大,気勢崩し,堅固,囮挑発,家名,5,-
清水,康英,65,67,55,38,43,132,81,268,-,しみず,やすひで,1532年,1546年,1591年,60,-,天下統一,用心,斥候,神出鬼没,勲功,6,-
石巻,康敬,34,47,46,66,56,81,122,249,-,いしまき,やすまさ,1534年,1549年,1613年,80,-,領地保全,足止め,回避,神出鬼没,家名,6,-
板部岡,江雪斎,23,24,66,69,89,47,158,271,-,いたべおか,こうせつさい,1537年,1552年,1609年,73,-,家名存続,足止め,万全,囮挑発,芸道,7,-
猪俣,邦憲,49,64,66,26,38,113,64,243,-,いのまた,くにのり,1549年,1564年,1590年,42,-,所領拡大,臨戦,万全,囮挑発,実利,10,-
安藤,良整,24,26,42,87,62,50,149,241,-,あんどう,よしなり,1531年,1546年,1594年,64,-,家名存続,激励,堅固,囮挑発,実利,4,-
梶原,景宗,67,61,51,28,34,128,62,241,-,かじわら,かげむね,1533年,1548年,1590年,58,-,領地保全,最大戦速,水戦,川舟移動,勲功,7,-
風魔,小太郎,53,87,80,28,54,140,82,302,-,ふうま,こたろう,1532年,1547年,1613年,82,-,家名存続,忍法雲隠,上忍,神出鬼没,実利,9,-
今川,義元,91,73,89,99,95,164,194,447,今川氏親,いまがわ,よしもと,1519年,1536年,1560年,42,-,独立独歩,海道一,名将,全軍突撃,野心,11,定恵院
今川,氏真,24,27,27,60,30,51,90,168,今川義元,いまがわ,うじざね,1538年,1553年,1614年,77,-,家名存続,お調子者,復帰,本陣斬込,芸道,5,-
関口,氏広,31,34,60,62,62,65,124,249,瀬名氏貞,せきぐち,うじひろ,1523年,1538年,1562年,40,-,領地保全,気勢崩し,堅固,囮挑発,家名,3,-
太原,雪斎,91,61,96,96,100,152,196,444,-,たいげん,せっさい,1496年,1511年,1555年,60,-,天下統一,神算鬼謀,参謀,軍師看破,才覚,9,-
朝比奈,信置,61,65,52,36,40,126,76,254,-,あさひな,のぶおき,1528年,1543年,1582年,55,-,家名存続,突撃,速攻,全軍突撃,才覚,9,-
朝比奈,泰能,65,59,55,56,55,124,111,290,-,あさひな,やすよし,1507年,1522年,1557年,51,-,所領拡大,用心,斥候,神出鬼没,勲功,6,-
朝比奈,泰朝,71,67,60,36,45,138,81,279,朝比奈泰能,あさひな,やすとも,1530年,1545年,1582年,53,-,所領拡大,挟撃巧者,地利,神出鬼没,家名,1,-
安倍,元真,51,53,59,42,48,104,90,253,-,あべ,もとざね,1513年,1528年,1587年,75,-,家名存続,足止め,回避,神出鬼没,実利,8,-
天野,景貫,55,51,55,45,47,106,92,253,-,あまの,かげつら,1532年,1547年,1595年,64,-,所領拡大,用心,斥候,神出鬼没,勲功,11,-
井伊,直政,88,91,84,80,86,179,166,429,井伊直親,いい,なおまさ,1561年,1576年,1602年,42,-,天下統一,赤備え,殲滅,全軍突撃,家名,7,-
井伊,直孝,74,75,66,73,68,149,141,356,井伊直政,いい,なおたか,1590年,1605年,1659年,70,-,領地保全,早駆け,疾走,本陣斬込,勲功,5,-
飯尾,連竜,42,44,50,41,43,86,84,220,飯尾乗連,いいお,つらたつ,1526年,1541年,1565年,40,-,家名存続,足止め,回避,神出鬼没,家名,9,-
鵜殿,長持,33,35,53,51,50,68,101,222,-,うどの,ながもち,1513年,1528年,1557年,45,-,所領拡大,気勢崩し,堅固,囮挑発,家名,6,-
鵜殿,長照,52,58,44,39,38,110,77,231,鵜殿長持,うどの,ながてる,1533年,1548年,1562年,30,-,所領拡大,臨戦,万全,囮挑発,実利,6,-
鵜殿,氏長,32,28,37,43,37,60,80,177,鵜殿長照,うどの,うじなが,1549年,1564年,1624年,76,-,領地保全,臨戦,万全,囮挑発,才覚,8,-
岡部,正綱,58,51,55,62,58,109,120,284,岡部久綱,おかべ,まさつな,1542年,1557年,1583年,42,-,家名存続,挟撃巧者,疾走,神出鬼没,勲功,9,-
岡部,長盛,40,52,45,57,50,92,107,244,岡部正綱,おかべ,ながもり,1568年,1583年,1632年,65,-,所領拡大,気勢崩し,堅固,囮挑発,才覚,8,-
岡部,元信,82,76,82,37,52,158,89,329,岡部久綱,おかべ,もとのぶ,1527年,1542年,1581年,55,-,領地保全,衆寡奮迅,疾走,神出鬼没,実利,7,-
